timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
80.300,-9.500751,0.051240,0.704550,-0.100625,0.840000,-0.043750
80.320,-9.503800,0.045750,0.704550,-0.109375,0.853125,-0.074375
80.340,-9.511120,0.028670,0.714310,-0.161875,0.840000,-0.030625
80.360,-9.503800,0.047580,0.719190,-0.052500,0.796250,-0.048125
80.380,-9.500751,0.038430,0.717970,-0.078750,0.870625,-0.030625
80.400,-9.485500,0.050630,0.719800,-0.096250,0.914375,-0.030625
80.420,-9.493431,0.053680,0.729560,-0.087500,0.826875,-0.070000
80.440,-9.509900,0.050630,0.729560,-0.048125,0.883750,-0.074375
80.460,-9.489161,0.042090,0.733830,-0.105000,0.791875,-0.048125
80.480,-9.516001,0.039650,0.739320,-0.074375,0.905625,-0.074375
80.500,-9.508680,0.031720,0.726510,-0.109375,0.866250,-0.048125
80.520,-9.486721,0.034160,0.725290,-0.118125,0.809375,-0.074375
80.540,-9.497701,0.033550,0.725290,-0.100625,0.857500,-0.052500
80.560,-9.509291,0.034770,0.724070,-0.078750,0.840000,-0.056875
80.580,-9.499530,0.034770,0.718580,-0.083125,0.892500,-0.122500
80.600,-9.491601,0.040260,0.710040,-0.087500,0.879375,-0.078750
80.620,-9.500140,0.038430,0.705770,-0.070000,0.826875,-0.039375
80.640,-9.511730,0.044530,0.717360,-0.100625,0.800625,-0.048125
80.660,-9.509900,0.045140,0.720410,-0.070000,0.910000,-0.061250
80.680,-9.487331,0.039040,0.713700,-0.065625,0.826875,-0.074375
80.700,-9.506241,0.043310,0.716750,-0.135625,0.774375,-0.065625
80.720,-9.504411,0.039040,0.728950,-0.105000,0.831250,-0.035000
80.740,-9.508680,0.037210,0.725900,-0.070000,0.770000,-0.052500
80.760,-9.504411,0.042090,0.728340,-0.105000,0.791875,-0.056875
80.780,-9.491601,0.045750,0.734440,-0.118125,0.844375,-0.083125
80.800,-9.505020,0.040870,0.725290,-0.135625,0.813750,-0.091875
80.820,-9.495260,0.034160,0.733830,-0.126875,0.870625,-0.126875
80.840,-9.506241,0.039650,0.733220,-0.109375,0.866250,-0.061250
80.860,-9.502581,0.046970,0.717970,-0.205625,0.883750,-0.035000
80.880,-9.497701,0.049410,0.721020,-0.100625,0.818125,-0.061250
80.900,-9.513560,0.050020,0.713090,-0.105000,0.853125,-0.061250
80.920,-9.508680,0.046970,0.710040,-0.096250,0.791875,-0.118125
80.940,-9.487941,0.035990,0.719800,-0.131250,0.826875,-0.074375
80.960,-9.511120,0.028060,0.714310,-0.131250,0.835625,-0.105000
80.980,-9.487331,0.024400,0.711260,-0.144375,0.818125,-0.091875
81.000,-9.489771,0.035990,0.716140,-0.087500,0.861875,-0.070000
81.020,-9.497090,0.037210,0.722240,-0.105000,0.840000,-0.065625
81.040,-9.502581,0.043920,0.717970,-0.056875,0.883750,-0.039375
81.060,-9.495871,0.048800,0.722850,-0.087500,0.813750,-0.078750
81.080,-9.505630,0.051240,0.728950,-0.148750,0.818125,-0.043750
81.100,-9.494040,0.045140,0.728340,-0.109375,0.923125,-0.039375
81.120,-9.497701,0.041480,0.730170,-0.078750,0.879375,-0.039375
81.140,-9.497090,0.035380,0.724680,-0.118125,0.853125,-0.056875
81.160,-9.508070,0.029890,0.729560,-0.144375,0.875000,-0.074375
81.180,-9.501360,0.034160,0.720410,-0.109375,0.809375,-0.052500
81.200,-9.499530,0.044530,0.720410,-0.166250,0.883750,-0.056875
81.220,-9.492821,0.038430,0.712480,-0.070000,0.840000,-0.061250
81.240,-9.494040,0.037820,0.716750,-0.166250,0.853125,-0.061250
81.260,-9.498921,0.048800,0.713090,-0.056875,0.870625,-0.070000
81.280,-9.494040,0.044530,0.711260,-0.083125,0.896875,-0.091875
81.300,-9.503191,0.039650,0.716750,-0.074375,0.861875,-0.061250
81.320,-9.490381,0.042700,0.724680,-0.118125,0.875000,-0.078750
81.340,-9.505020,0.044530,0.718580,-0.074375,0.861875,-0.070000
81.360,-9.518440,0.044530,0.727120,-0.083125,0.791875,-0.039375
81.380,-9.492821,0.046970,0.730170,-0.083125,0.861875,-0.026250
81.400,-9.490991,0.037820,0.727730,-0.166250,0.818125,-0.035000
81.420,-9.509291,0.034160,0.736880,-0.091875,0.848750,-0.039375
81.440,-9.500140,0.046970,0.722240,-0.140000,0.861875,-0.043750
81.460,-9.506241,0.037210,0.727120,-0.100625,0.831250,-0.052500
